ID,Kaynak,İcerik,Kategori
,,İş sözleşmesinin haklı nedenle feshedilmesini gerektirecek sağlık sorunları nelerdir.,Haklı Nedenle Fesih ve İstifa
,,"Danışmak istediğim konu şu: Cinsel taciz mağduru olarak işyerinde devam edemiyorum, yetkililerin bu konuda alınmayan önlemler nedeniyle haklı nedenle fesih başvurusunda bulunuyorum.",Haklı Nedenle Fesih ve İstifa
42.0,Madde 13/2,"Kısmi süreli çalışan işçiye, tam süreli çalışan emsal işçiye göre çalışma süresiyle orantılı olmayan farklı bir işlem yapılması mobbing belirtisi sayılabilir.",Mobbing ve Çalışma Koşulları
,,"Danışmak istediğim konu şu: İşe iade davamı kazandım, ancak işveren işe başlatmadı, şimdi tazminatları mahsup edecekler.",İşe İade ve İş Güvencesi
,,İhbar tazminatımı alabilmek için 6 iş günüm var.,Kıdem ve İhbar Tazminatı
,,Bayram sonrası izinlerin telafi çalışması ile ödenmesi iş hukukuna göre doğru mudur?,Genel Bilgilendirme ve Diğer
,,Danışmak istediğim konu şu: İşveren tarafından yapılan ücret kesintileri hakkında bilgi almak istiyorum.,"Ücret, Fazla Mesai ve Yan Haklar"
,,İş yerinde şöyle bir sorun yaşıyorum: Kadın işçilerin evlilik nedeniyle işten ayrılma hakları ve kıdem tazminatı hakkında bilgi.,Kıdem ve İhbar Tazminatı
,,Maaş artışı için bir üst limite ulaştığımızda ne olur?,"Ücret, Fazla Mesai ve Yan Haklar"
,,"İşveren tarafından zamanında ödenmeyen ücretler, işçinin işten kaçınmasına neden olur mu, bu durumda iş sözleşmesi feshedilebilir mi?",Mobbing ve Çalışma Koşulları
,,"Ücretini 2 aydır alamayan işçi, işverenini nasıl zorlayabilir?","Ücret, Fazla Mesai ve Yan Haklar"
,,"Merhabalar, Ustanın sorumluluklarını üstlenen bir işçi, daha fazla para alabilir mi?","Ücret, Fazla Mesai ve Yan Haklar"
,,"Ben işyerimde bayram günlerinde çalıştım, ama işverenim bana fazla ücret ödemiyor.","Ücret, Fazla Mesai ve Yan Haklar"
,,Devirden önceki işçilerin alacakları için eski şirket mi yeni şirket mi sorumlu?,"Ücret, Fazla Mesai ve Yan Haklar"
,,"Danışmak istediğim konu şu: İşveren, sendika üyeliği veya sendikal faaliyetlere katılmamı geçerli fesih nedeni olarak gösteremez.",İşe İade ve İş Güvencesi
,,"İş yerinde şöyle bir sorun yaşıyorum: Fazla mesai olarak tatil günlerinde çalıştım, ücretim nasıl hesaplanır?","Ücret, Fazla Mesai ve Yan Haklar"
,,Hukuki olarak öğrenmek istediğim bir durum var: Geçici işçi çalıştırırken işverenlerin uyması gereken kurallar var mı?,Genel Bilgilendirme ve Diğer
,,Ara dinlenme süresinin işveren tarafından keyfi olarak değiştirilmesi hukuka uygun mudur?,Yıllık İzin ve Dinlenme Süreleri
,,"Merhabalar, Bir işçiye ücreti ödenmezse işten kaçınabilir mi, bu durum iş hukuku açısından nasıl değerlendirilir?",Mobbing ve Çalışma Koşulları
,,İşyeri malının hasar görmesi veya kaybedilmesi durumunda işveren hangi yaptırımları uygulayabilir?,Haklı Nedenle Fesih ve İstifa
,,Grev ve lokavt dönemlerinde işverenlerin geçici işçi çalıştırma hakları var mıdır?,Genel Bilgilendirme ve Diğer
,,"Bir sorum olacaktı; Ücretini alamayan işçi işten kaçınabilir mi, bu durumda işçi hakları nasıl korunur, iş hukuku nasıl uygulanır?",Mobbing ve Çalışma Koşulları
,,"Kıdem tazminatı hakkımda var mı, çırak olarak çalışıyorum?",Kıdem ve İhbar Tazminatı
,,"Bir sorum olacaktı; Ücretin devir veya temlik edilebilecek oranı nedir, hangi işçi haklarına göre?","Ücret, Fazla Mesai ve Yan Haklar"
,,"Merhabalar, Geçici iş ilişkisi ile ilgili detaylı bilgi verebilir misiniz, lütfen?",Genel Bilgilendirme ve Diğer
,,"Haklı nedenle fesih, işçinin devamsızlık veya iş güvenliğini tehlikeye düşürmesi durumunda ortaya çıkar.",Kıdem ve İhbar Tazminatı
,,Hukuki olarak öğrenmek istediğim bir durum var: İşçi ücretinin kanunen belirlenen miktarının altında ödenmesi veya ödenmemesi haklı nedenle fesih hakkı verir.,Haklı Nedenle Fesih ve İstifa
,,İş yerinde şöyle bir sorun yaşıyorum: Yıllık izin hakkı mevsimlik işlerde çalışan işçiler için de geçerli midir?,Yıllık İzin ve Dinlenme Süreleri
,,İş Kanunu'na göre ara dinlenmesi süresi kaç dakika?,Yıllık İzin ve Dinlenme Süreleri
,,İşyeri malının hasar görmesi veya kaybedilmesi durumunda işveren hangi haklara sahiptir?,Haklı Nedenle Fesih ve İstifa
,,Ücret ödemeyen işverene karşı işçi hangi adımları atabilir?,"Ücret, Fazla Mesai ve Yan Haklar"
,,Yıllık izin hakkımdan vazgeçtiğimi gösteren bir belge imzalamak zorunda kalmamalıydım.,Yıllık İzin ve Dinlenme Süreleri
,,"Hukuki olarak öğrenmek istediğim bir durum var: Tarım ve orman işleri, ev hizmetleri, sporcular, 50'den az işçi çalıştıran işyerleri, aile ekonomisi sınırları içindeki işler, deniz ve hava taşımacılığı, çıraklar ve İş Kanunu hükümlerinin uygulanmadığı durumlar.",Genel Bilgilendirme ve Diğer
,,"Merhabalar, İşveren için iş sözleşmesini feshetmeye sebep olabilecek sağlık nedenleri nelerdir.",Haklı Nedenle Fesih ve İstifa
,,İşveren tarafından yapılan fesihler hangi durumlarda haklı sayılır ve hangi sonuçları doğurur?,Haklı Nedenle Fesih ve İstifa
,,İşveren tarafından işçiye yapılan ödemelerin kanuna uygun olmaması işçi için haklı nedenle işten ayrılma hakkı tanır.,Haklı Nedenle Fesih ve İstifa
,,"Hukuki olarak öğrenmek istediğim bir durum var: yıl aynı şirketin çalışanı olarak kaldım, şimdi ayrılıyorum, haklarım elimde mi?",Haklı Nedenle Fesih ve İstifa
,,Banka yoluyla ödenen ücretlerin tutarları nasıl belirlenir?,"Ücret, Fazla Mesai ve Yan Haklar"
,,Bir sorum olacaktı; Kanunen belirlenen ücretin ödenmemesi veya zamanında ödenmemesi işçi için haklı nedenle işten ayrılma hakkı tanır.,Haklı Nedenle Fesih ve İstifa
,,İşçi işe iade kararı aldıktan sonra işverene başvurmak için kaç gün zamanı var?,İşe İade ve İş Güvencesi
,,Danışmak istediğim konu şu: İş sözleşmesini 4857 sayılı İş Kanunu’nun 24 üncü maddesi uyarınca fesheden işçi kıdem tazminatına hak kazanır mı?,Kıdem ve İhbar Tazminatı
,,"İş yerinde şöyle bir sorun yaşıyorum: Geçici iş ilişkisi hakkında bilgi edinmek istiyorum, lütfen.",Genel Bilgilendirme ve Diğer
,,"Merhabalar, Uzun süreli rapor alan işçinin iş sözleşmesi bu nedenle feshedilebilir mi?",Haklı Nedenle Fesih ve İstifa
,,"Bir sorum olacaktı; Çıraklık sözleşmesi ile bir işyerinde çalışıyorum, işten ayrılma durumunda kıdem tazminatı ödemesi yapılabilir mi?",Kıdem ve İhbar Tazminatı
,,"Merhabalar, Evlilik nedeniyle işten ayrılan kadın işçilere kıdem tazminatı ödenmesi gerekir mi.",Kıdem ve İhbar Tazminatı
,,"Cinsel taciz mağduru olarak işyerinde devam edemiyorum, yetkililerin bu konuda alınmayan önlemler nedeniyle fesih kararı aldım.",Haklı Nedenle Fesih ve İstifa
,,"Ben ustanın işini yapıyorum, daha yüksek maaş alabilir miyim?","Ücret, Fazla Mesai ve Yan Haklar"
,,İşveren tarafından derhal fesih nedenleri nelerdir?,Haklı Nedenle Fesih ve İstifa
,,Bir sorum olacaktı; İşçilerin tatil günlerinde çalışması halinde nasıl bir ücret ödenmelidir?,"Ücret, Fazla Mesai ve Yan Haklar"
,,Hukuki olarak öğrenmek istediğim bir durum var: Hangi sektörlerde geçici iş ilişkisi uygulanmaz?,Genel Bilgilendirme ve Diğer
,,Hukuki olarak öğrenmek istediğim bir durum var: Kısmi süreli çalışan işçilerin tam süreli çalışan işçilere göre daha fazla sorumluluk verilmesi ve bu durumunMobbing olarak değerlendirilmesi mümkün olabilir.,Mobbing ve Çalışma Koşulları
,,Bir sorum olacaktı; Fazla mesai ücretini alamadığım için işverenime nasıl şikayet edebilirim?,"Ücret, Fazla Mesai ve Yan Haklar"
,,İşyeri devri sonrasında işçilerin eski alacakları için kim bakar?,"Ücret, Fazla Mesai ve Yan Haklar"
,,"Yıllık izin günlerimin hesaplanmasında mazeret izinlerimin etkisi nasıl olur, bu konuda işverenlerin tutumu nasıl olmalıdır?",Yıllık İzin ve Dinlenme Süreleri
,,"Merhabalar, Mahkeme veya özel hakem tarafından feshin geçersizliğine karar verilmesi durumunda, işveren tarafından işçiye işe başlatma yükümlülüğü doğar, işe başlatılmaması halinde ise tazminat ödenir.",İşe İade ve İş Güvencesi
,,"yıllık deneyimimle yeni bir işe başlıyorum, istifa ediyorum, haklarım ne olacak, bilen var mı?",Haklı Nedenle Fesih ve İstifa
,,"İş yerinde şöyle bir sorun yaşıyorum: İşe iade davası sonucu işe başlatılmazsam, tazminatları geri ödemek zorundasın.",İşe İade ve İş Güvencesi
,,"Merhabalar, iş günüm var, fesih hakkımı kullanmak zorundayım.",Kıdem ve İhbar Tazminatı
,,Tatil günlerinde yapılan çalışmaların ücreti nasıl hesaplanır?,"Ücret, Fazla Mesai ve Yan Haklar"
,,aydır maaşını alamayan bir işçinin yasal hakları nelerdir?,"Ücret, Fazla Mesai ve Yan Haklar"
,,Bir sorum olacaktı; İşveren tarafından yapılan ücret kesintilerinin amacı ve hukuki dayanağı nedir?,"Ücret, Fazla Mesai ve Yan Haklar"
,,"Geçici iş ilişkisi nedir, ne değildir?",Genel Bilgilendirme ve Diğer
,,Hukuki olarak öğrenmek istediğim bir durum var: Ücret kesme cezası yoluyla elde edilen paranın kullanımı nasıl olmalıdır?,"Ücret, Fazla Mesai ve Yan Haklar"
,,Tatil günlerinde çalışmak zorunda kalan işçilere nasıl bir ücret ödenir?,"Ücret, Fazla Mesai ve Yan Haklar"
,,Hukuki olarak öğrenmek istediğim bir durum var: Fesih hakkımı 6 iş günü içinde kullanmak zorundayım.,Kıdem ve İhbar Tazminatı
,,"yıllık deneyimimle yeni bir işe başlıyorum, istifa ediyorum, haklarım ne olacak, bilgi verebilir misiniz, yardımcı olur musunuz?",Haklı Nedenle Fesih ve İstifa
,,Bir sorum olacaktı; Derhal fesih hakkımı kullanma sürem 6 iş günüdür.,Kıdem ve İhbar Tazminatı
,,İş yerinde şöyle bir sorun yaşıyorum: Geçici iş ilişkisi hangi iş türlerinde uygulanmaz?,Genel Bilgilendirme ve Diğer
,,"Derhal fesih nedenleri nelerdir ve hangi koşullar geçerli olur, hangi hukuki sonuçları doğurur?",Haklı Nedenle Fesih ve İstifa
,,"İşçiye ücretini zamanında ödemeyen işveren, işçinin işten kaçınması durumunda sözleşmeyi feshedebilir mi?",Mobbing ve Çalışma Koşulları
,,"Mazeret izinleri nedeniyle yıllık izin sürem kısaltılıyor, bu durumla ilgili nasıl bir çözüm bulunabilir?",Yıllık İzin ve Dinlenme Süreleri
,,İş yerinde şöyle bir sorun yaşıyorum: İşyeri devri sonrasında işçilerin eski borçları için yeni şirket sorumlu mudur?,"Ücret, Fazla Mesai ve Yan Haklar"
49.0,csgb/SSS,İşten kendi isteğiyle ayrılan işçi ihbar tazminatı alabilir mi?,Kıdem ve İhbar Tazminatı
,,"Ücret kesintilerinin amacı, hukuki dayanağı ve kullanımı hakkında bilgi istiyorum.","Ücret, Fazla Mesai ve Yan Haklar"
,,İş yerinde şöyle bir sorun yaşıyorum: Tatil günlerinde çalışan işçilere nasıl bir ücret ödenmesi gerekiyor?,"Ücret, Fazla Mesai ve Yan Haklar"
,,İş yerinde şöyle bir sorun yaşıyorum: İşçinin onayı alınmadan holding bünyesindeki başka bir işyerine görevlendirilmesi çalışma koşullarında değişiklik olarak değerlendirilebilir.,Mobbing ve Çalışma Koşulları
,,Ücretlerin doğru hesaplanmaması veya zamanında ödenmemesi işçiye haklı nedenle işten ayrılma hakkı tanır.,Haklı Nedenle Fesih ve İstifa
,,"Bir işçi ücretini alamadığında işten kaçınabilir mi, bu durumda işverenle nasıl bir uzlaşma sağlanabilir?",Mobbing ve Çalışma Koşulları
,,"Merhabalar, Yıllık izin hakkı kazandıktan sonra kullanma hakkına sahip olmak için ne yapmak gereklidir?",Yıllık İzin ve Dinlenme Süreleri
,,"İşveren, işçinin ihmali sonucu işyeri malının hasar görmesi durumunda nasıl derhal fesih yapabilir?",Haklı Nedenle Fesih ve İstifa
,,"Merhabalar, Bu Kanunun amacı işverenler ile bir iş sözleşmesine dayanarak çalıştırılan işçilerin çalışma şartları ve çalışma ortamına ilişkin hak ve sorumluluklarını düzenlemektir. Bu Kanun, 4 üncü Maddedeki istisnalar dışında kalan bütün işyerlerine, bu işyerlerinin işverenleri ile işveren vekillerine ve işçilerine faaliyet konularına bakılmaksızın uygulanır. İşyerleri, işverenler, işveren vekilleri ve işçiler, 3 üncü maddedeki bildirim gününe bakılmaksızın bu Kanun hükümleri ile bağlı olurlar.",Genel Bilgilendirme ve Diğer
,,Bir sorum olacaktı; İşçi iş sözleşmesini 4857 sayılı İş Kanunu’nun 24 üncü maddesine göre feshederse kıdem tazminatı ödemesi nasıl yapılır?,Kıdem ve İhbar Tazminatı
,,"Merhabalar, Geçici iş ilişkisi nedir, worker'lar için nasıl bir şeydir?",Genel Bilgilendirme ve Diğer
,,Ücret artışı talebimiz ne zaman karşılanabilir?,"Ücret, Fazla Mesai ve Yan Haklar"
,,"aydır maaşını alamayan işçi, işverenini nasıl mahkeme önüne çıkarabilir?","Ücret, Fazla Mesai ve Yan Haklar"
,,"Bu kanun, ev hizmetleri, sporcular, 50'den az işçi çalıştıran işyerleri, aile ekonomisi sınırları içindeki işler, deniz ve hava taşımacılığı, çıraklar, tarım ve orman işleri ve İş Kanunu'nun uygulanmadığı alanlar hakkında bilgi verir.",Genel Bilgilendirme ve Diğer
,,Kadın işçi evlilik nedeniyle işten ayrılırsa kıdem tazminatını alabilir mi.,Kıdem ve İhbar Tazminatı
,,İş yerinde şöyle bir sorun yaşıyorum: Maaşlarımızın ne zaman ve ne kadar artırılacağı hakkında bilgi istiyorum.,"Ücret, Fazla Mesai ve Yan Haklar"
,,Ücretin hangi kısmı başkasına devir veya temlik edilebilir?,"Ücret, Fazla Mesai ve Yan Haklar"
,,Bir sorum olacaktı; Grev veya lokavt sırasında işverenlerin geçici işçi istihdam etme yetkileri nelerdir?,Genel Bilgilendirme ve Diğer
,,"Danışmak istediğim konu şu: İşyerimde ara dinlenmesi süresi uygulaması nasıl olmalı, kaç dakika?",Yıllık İzin ve Dinlenme Süreleri
,,Bir sorum olacaktı; Hangi sağlık sorunları iş sözleşmesinin derhal feshedilmesini gerektirir.,Haklı Nedenle Fesih ve İstifa
,,"Bir sorum olacaktı; İşveren 2 aydır ücret ödemiyor, işçi işten ayrılmak zorunda kalırsa ne olur?","Ücret, Fazla Mesai ve Yan Haklar"
,,"Merhabalar, Ücretimi kimlere devir veya temlik edebilir, hangi yasa hükümlerine göre?","Ücret, Fazla Mesai ve Yan Haklar"
38.0,Madde 18/3-d,İşveren aleyhine idari veya adli makamlara başvuruda bulunmak işçinin işten çıkarılması için geçerli bir sebep değildir.,İşe İade ve İş Güvencesi
,,"Bir sorum olacaktı; Yıllık izin hakkı hak kazanılmasının ardından ne zaman kullanılabilir, bilgi verir misiniz?",Yıllık İzin ve Dinlenme Süreleri
,,"Tarım ve orman işleri, ev hizmetleri, sporcular, 50'den az işçi çalıştıran işyerleri ve aile ekonomisi sınırları içindeki işler hakkında İş Kanunu hükümleri uygulanmaz.",Genel Bilgilendirme ve Diğer
,,İşçiden kesilen paranın nerelerde kullanılacağını öğrenebilir miyim?,"Ücret, Fazla Mesai ve Yan Haklar"
,,Hukuki olarak öğrenmek istediğim bir durum var: Ücretlerin bankaya yatırılma oranının değişmesi durumunda işçilere nasıl bildirim yapılır?,"Ücret, Fazla Mesai ve Yan Haklar"
,,"Bir sorum olacaktı; Mazeret izni ve yıllık izin arasında bir bağlantı var mı, işveren ikincisini azaltabilir mi?",Yıllık İzin ve Dinlenme Süreleri
,,"Bir sorum olacaktı; İşveren 2 aydır ücret ödemiyor, işçi işten ayrılmak zorunda kalırsa ne olur?","Ücret, Fazla Mesai ve Yan Haklar"
,,"Çalışanın yeni pozisyon teklifini reddetmesi, işveren için iş sözleşmesini yenilememe nedeni olur mu?",Mobbing ve Çalışma Koşulları
,,"Merhabalar, Bir işçiye ücreti ödenmezse işten kaçınabilir mi, bu durum iş hukuku açısından nasıl değerlendirilir?",Mobbing ve Çalışma Koşulları
,,"Hukuki olarak öğrenmek istediğim bir durum var: Tatil günlerinde çalışmak zorunda kaldım, bu konuda ne yapabilirim?","Ücret, Fazla Mesai ve Yan Haklar"
,,aydır maaşını ödemeyen işverenle ilgili işçinin yasal hakları nelerdir?,"Ücret, Fazla Mesai ve Yan Haklar"
,,"Ben işyerimde bayram günlerinde çalıştım, ama fazla ücretimi alamadım.","Ücret, Fazla Mesai ve Yan Haklar"
,,Danışmak istediğim konu şu: Ustanın işini yapan işçi daha fazla ücret talep edebilme hakkına sahipmidir ?,"Ücret, Fazla Mesai ve Yan Haklar"
,,Kadın işçi evlilik nedeniyle işten ayrılırsa kıdem tazminatı alabilir mi.,Kıdem ve İhbar Tazminatı
,,Fazla mesai yaptığımız günler için nasıl bir ücret artışı olabilir?,"Ücret, Fazla Mesai ve Yan Haklar"
,,İş yerinde şöyle bir sorun yaşıyorum: sayılı İş Kanunu’nun 24 üncü maddesi uyarınca iş sözleşmesini fesheden işçi kıdem tazminatını kimden talep eder?,Kıdem ve İhbar Tazminatı
,,İş yerinde şöyle bir sorun yaşıyorum: Ücret kesintilerinin hukuki dayanakları nelerdir?,"Ücret, Fazla Mesai ve Yan Haklar"
,,"Ücretini zamanında alamayan işçi, işten kaçınması durumunda, iş sözleşmesinin feshedilmesi için bir neden midir?",Mobbing ve Çalışma Koşulları
,,"Merhabalar, saatlik çalışma süresinde fazla mesai ücreti ödenmez mi?","Ücret, Fazla Mesai ve Yan Haklar"
,,"İş yerinde şöyle bir sorun yaşıyorum: İşveren işe iade kararına uymazsa, peşin ödenen tazminatları mahsup eder.",İşe İade ve İş Güvencesi
,,Eski şirket işçilerin devirden önceki alacaklarını ödemekle yükümlü mü?,"Ücret, Fazla Mesai ve Yan Haklar"
,,Mevsimlik işçiler yıllık izin alma hakkına sahipler mi?,Yıllık İzin ve Dinlenme Süreleri
,,Sağlık nedenleriyle iş sözleşmesinin feshedilmesi hangi durumlarda mümkündür.,Haklı Nedenle Fesih ve İstifa
,,"Mahkeme kararıyla işe iade edilen işçi, işverene başvurmak için ne kadar süremiz var?",İşe İade ve İş Güvencesi
,,İş yerinde şöyle bir sorun yaşıyorum: Eski şirket işçilerin devirden önceki borçlarını ödemekle yükümlü mü?,"Ücret, Fazla Mesai ve Yan Haklar"
,,"Mahkeme kararıyla işe iade edilen işçi, işverene başvurmak için ne kadar süremiz var?",İşe İade ve İş Güvencesi
,,"İş yerinde şöyle bir sorun yaşıyorum: Sendika üyeliği veya sendikal faaliyetlere katılırsam işimden olabilir miyim, bunu merak ediyorum.",İşe İade ve İş Güvencesi
,,"Ücretini alamayan işçi işten kaçınabilir mi, bu durumda işverenle nasıl bir anlaşma yapılabilir, işçi hakları nasıl korunur, iş hukuku nasıl uygulanır, işçi sendikaları nasıl bir rol oynar?",Mobbing ve Çalışma Koşulları
,,"Bir işçi, işyeri malını hasara uğratması durumunda işveren tarafından nasıl değerlendirilir?",Haklı Nedenle Fesih ve İstifa
,,Hukuki olarak öğrenmek istediğim bir durum var: İşverenin işçiye veya ailesine karşı şeref ve haysiyet kırıcı sözler söylemesi haklı fesih nedenidir.,Haklı Nedenle Fesih ve İstifa
1.0,Madde 17,"Belirsiz süreli iş sözleşmelerinin feshinden önce durumun diğer tarafa bildirilmesi gerekir. Bildirim şartına uymayan taraf, ihbar tazminatı öder.",Kıdem ve İhbar Tazminatı
146.0,csgb/SSS,Mahkeme işe iade kararı verirse işçinin kaç gün içerisinde işverene başvurması gerekir?,İşe İade ve İş Güvencesi
,,"Çalışanın yeni iş tanımını reddetmesi, işveren için iş sözleşmesini feshetme nedeni olur mu?",Mobbing ve Çalışma Koşulları
,,İş yerinde şöyle bir sorun yaşıyorum: İşten kendi isteğiyle ayrılan işçi ihbar tazminatı alabilir mi?,Kıdem ve İhbar Tazminatı
,,"İş yerinde şöyle bir sorun yaşıyorum: Haftada 44 saat çalışmak fazla mesai sayılır mı, ücretini alabilir miyim?","Ücret, Fazla Mesai ve Yan Haklar"
,,Bir işçinin yıllık izin hakkı ne zaman başlar ve nasıl kullanılır?,Yıllık İzin ve Dinlenme Süreleri
,,"Yıllık ücretli izin hakkı annual olarak verilir ve vazgeçilemez, ben bunu kullanmak istiyorum.",Yıllık İzin ve Dinlenme Süreleri
130.0,csgb/SSS,Ulusal bayram ve genel tatil günlerinde çalışılması halinde işçinin ücreti nasıl ödenir? ödenir?,"Ücret, Fazla Mesai ve Yan Haklar"
,,Haklı nedenlerle işten çıkarma nasıl olur?,Haklı Nedenle Fesih ve İstifa
,,"Merhabalar, Kıdem tazminatı için evlilik nedeniyle işten ayrılma geçerli bir sebep midir.",Kıdem ve İhbar Tazminatı
,,"Merhabalar, Bildirim şartına uymayan işçi veya işveren, belirsiz süreli iş sözleşmesinin feshinde ihbar tazminatı ödemekle yükümlüdür.",Kıdem ve İhbar Tazminatı
,,Derhal fesih hakkı hangi durumlarda kullanılır ve nasıl uygulanır?,Haklı Nedenle Fesih ve İstifa
,,"Bir sorum olacaktı; Stajyer olarak bir işyerinde çalışıyorum, işten ayrıldığım zaman kıdem tazminatı ödemesi yapılabiliyor mu?",Kıdem ve İhbar Tazminatı
,,Bir sorum olacaktı; İşçinin ihmali sonucu işyeri malının hasar görmesi halinde işveren hangi seçeneğe sahiptir?,Haklı Nedenle Fesih ve İstifa
,,İşveren tarafından yapılan ücret kesintileri hakkında bilgi almak istiyorum.,"Ücret, Fazla Mesai ve Yan Haklar"
,,"Bir sorum olacaktı; Ücretini zamanında alamayan işçi, işten kaçınması durumunda, iş sözleşmesinin feshedilmesi için bir neden midir?",Mobbing ve Çalışma Koşulları
,,Bayram tatilinin ardından işveren tarafından verilen izinler için telafi çalışması zorunluluğu var mıdır?,Genel Bilgilendirme ve Diğer
,,"İşveren, çalışanın yeni iş tanımını kabul etmemesi durumunda başka bir departmana atanabilir mi?",Mobbing ve Çalışma Koşulları
,,Yıllık izin hakkı kazandıktan sonra ne zaman kullanma hakkına sahip oluruz?,Yıllık İzin ve Dinlenme Süreleri
,,Tatil günlerinde çalışmak zorunda kalan işçilere nasıl bir ücret ödenir?,"Ücret, Fazla Mesai ve Yan Haklar"
,,"Haftada 44 saat çalışmak fazla mesai sayılır mı, ücretini alabilir miyim?","Ücret, Fazla Mesai ve Yan Haklar"
,,"Hukuki olarak öğrenmek istediğim bir durum var: Zamanında ücret ödenmeyen işçi, işten kaçınmak zorunda kalırsa, iş sözleşmesinin feshedilmesi hukuka uygun mudur?",Mobbing ve Çalışma Koşulları
,,Mevsimlik veya kampanya işlerinde çalışanlar yıllık izin hakkından yararlanamazlar.,Yıllık İzin ve Dinlenme Süreleri
,,Danışmak istediğim konu şu: Ücretlerin banka yoluyla ödenmesi hakkında işçiler hangi haklara sahiptir?,"Ücret, Fazla Mesai ve Yan Haklar"
,,İş sözleşmesinin işveren tarafından derhal feshi nedir diye merak ediyorum.,Haklı Nedenle Fesih ve İstifa
,,"Bu kanun, ev hizmetleri, sporcular, 50'den az işçi çalıştıran işyerleri, aile ekonomisi sınırları içindeki işler, deniz ve hava taşımacılığı ve çıraklar hakkında uygulanmaz.",Genel Bilgilendirme ve Diğer
,,İş yerinde şöyle bir sorun yaşıyorum: Geçici iş ilişkisi ile ilgili detaylı bilgi verebilir misiniz?,Genel Bilgilendirme ve Diğer
,,İş yerinde şöyle bir sorun yaşıyorum: Geçici iş ilişkisi hakkında detaylı bilgi verebilir misiniz?,Genel Bilgilendirme ve Diğer
,,İş sözleşmesinin sağlık nedenleriyle feshedilmesi için hangi koşullar gerekir.,Haklı Nedenle Fesih ve İstifa
,,Grev veya lokavt sırasında işverenlerin geçici işçi istihdam etme yetkileri nelerdir?,Genel Bilgilendirme ve Diğer
,,"Yıllık ücretli izin hakkı işveren tarafından reddedilemez, ben bunu kullanmak istiyorum.",Yıllık İzin ve Dinlenme Süreleri
,,Hukuki olarak öğrenmek istediğim bir durum var: Haklı nedenlerle işten ayrılma hakkı nedir?,Haklı Nedenle Fesih ve İstifa
,,"Bir sorum olacaktı; Bildirim şartına uymayan işveren veya işçi, belirsiz süreli iş sözleşmesinin feshinde ihbar tazminatı ödemek zorundadır.",Kıdem ve İhbar Tazminatı
,,"Merhabalar, Kıdem tazminatı alma hakkı için 4857 sayılı İş Kanunu’nun 24 üncü maddesi uyarınca iş sözleşmesini fesheden işçi hangi prosedürü takip etmelidir?",Kıdem ve İhbar Tazminatı
,,Mahkeme işe iade kararı verdiğinde işçi işverene başvurmak için kaç gün süresi tanınır?,İşe İade ve İş Güvencesi
,,"İşçilere bayram ve genel tatil günlerinde çalışmazlarsa, o günün ücretini tam olarak ödenmelidir.","Ücret, Fazla Mesai ve Yan Haklar"
,,Danışmak istediğim konu şu: TL net maaş alan bir çalışanın kıdem tazminatı hakkı nasıl belirlenir?,Kıdem ve İhbar Tazminatı
,,"Yıllık izin süremden mazeret izinlerimi çıkarmaya çalışıyorlar, buna izin var mı?",Yıllık İzin ve Dinlenme Süreleri
,,İşveren tarafından derhal fesih nedenleri nelerdir?,Haklı Nedenle Fesih ve İstifa
,,"Merhabalar, Mevsimlik işlerde çalışıyorum, yıllık izin hakkım yok mu?",Yıllık İzin ve Dinlenme Süreleri
,,Hangi işlerde geçici iş ilişkisi kurulamaz?,Genel Bilgilendirme ve Diğer
,,"Bir sorum olacaktı; Geçici iş ilişkisi hakkında bilgi edinmek istiyorum, lütfen yardımcı olun.",Genel Bilgilendirme ve Diğer
96.0,csgb/SSS,Ücreti ödenmeyen işçi iş görmekten kaçınabilir mi?,Mobbing ve Çalışma Koşulları
,,"Merhabalar, Ev hizmetleri, sporcular, 50'den az işçi çalıştıran işyerleri ve aile ekonomisi sınırları içindeki işler hakkında İş Kanunu hükümleri uygulanmaz.",Genel Bilgilendirme ve Diğer
,,"İş yerinde şöyle bir sorun yaşıyorum: Yıllık ücretli izin hakkı işçi hakları arasında önemli bir yere sahiptir, ben bunu kullanmak istiyorum.",Yıllık İzin ve Dinlenme Süreleri
,,"Bir sorum olacaktı; yıl çalıştıktan sonra yeni bir iş için ayrılıyorum, haklarım elimde mi?",Haklı Nedenle Fesih ve İstifa
,,"Ücretini zamanında alamayan işçi, iş görmekten kaçınabilir mi, bu davranış iş sözleşmesinin feshine neden geçerli sayılır mı?",Mobbing ve Çalışma Koşulları
,,Kanun veya sözleşme şartlarına uygun ücret ödenmediğinde işçi haklı nedenle işten ayrılma hakkına sahiptir.,Haklı Nedenle Fesih ve İstifa
,,"Hukuki olarak öğrenmek istediğim bir durum var: Yıllık izin süremden mazeret izinlerimin çıkarılması durumunda hangi adımları takip edebilirim, hangi mercilere başvurabilirim?",Yıllık İzin ve Dinlenme Süreleri
,,Bir sorum olacaktı; İşyeri malının hasar görmesi veya kaybedilmesi durumunda işveren hangi adımları atabilir?,Haklı Nedenle Fesih ve İstifa
,,"Merhabalar, Stajyer olarak bir işyerinde çalışıyorum, işten ayrıldığım zaman kıdem tazminatı ödemesi yapılabilir mi?",Kıdem ve İhbar Tazminatı
,,Danışmak istediğim konu şu: Ücret kesme cezası yoluyla elde edilen paranın kullanım yeri nedir?,"Ücret, Fazla Mesai ve Yan Haklar"
